Sample_Name,AcylCarnitine 10:0,AcylCarnitine 10:1,AcylCarnitine 12:0,AcylCarnitine 12:1,AcylCarnitine 13:0,AcylCarnitine 14:0,AcylCarnitine 14:1,AcylCarnitine 14:2,AcylCarnitine 15:0,AcylCarnitine 16:0,AcylCarnitine 16:0 d3 (ISTD),AcylCarnitine 16:1,AcylCarnitine 17:0,AcylCarnitine 18:0,AcylCarnitine 18:1,AcylCarnitine 18:2,AcylCarnitine 20:4,AcylCarnitine 22:6,CE 14:0,CE 15:0,CE 16:0,CE 16:1,CE 16:2,CE 17:0,CE 17:1,CE 18:0,CE 18:0 d6 (ISTD),CE 18:1,CE 18:2,CE 18:3,CE 20:0,CE 20:1,CE 20:2,CE 20:3,CE 20:4,CE 20:5,CE 22:0,CE 22:1,CE 22:4,CE 22:5 (a\b),CE 22:6,CE 24:0,CE 24:1,CE 24:4,CE 24:5,CE 24:6,Cer(d16:1/16:0),Cer(d16:1/18:0),Cer(d16:1/20:0),Cer(d16:1/22:0),Cer(d16:1/23:0),Cer(d16:1/24:0),Cer(d16:1/24:1),Cer(d17:1/16:0),Cer(d17:1/18:0),Cer(d17:1/20:0),Cer(d17:1/22:0),Cer(d17:1/23:0),Cer(d17:1/24:0),Cer(d17:1/24:1),Cer(d18:0/08:0) (ISTD),Cer(d18:0/16:0),Cer(d18:0/18:0),Cer(d18:0/20:0),Cer(d18:0/22:0),Cer(d18:0/23:0),Cer(d18:0/24:0),Cer(d18:0/24:1),Cer(d18:1/12:0) (ISTD),Cer(d18:1/14:0),Cer(d18:1/16:0),Cer(d18:1/18:0),Cer(d18:1/19:0),Cer(d18:1/20:0),Cer(d18:1/21:0),Cer(d18:1/22:0),Cer(d18:1/23:0),Cer(d18:1/24:0),Cer(d18:1/24:1),Cer(d18:1/25:0) (ISTD),Cer(d18:1/26:0),Cer(d18:2/14:0),Cer(d18:2/16:0),Cer(d18:2/17:0),Cer(d18:2/18:0),Cer(d18:2/20:0),Cer(d18:2/21:0),Cer(d18:2/22:0),Cer(d18:2/23:0),Cer(d18:2/24:0),Cer(d18:2/24:1),Cer(d18:2/26:0),Cer(d19:1/16:0),Cer(d19:1/18:0),Cer(d19:1/20:0),Cer(d19:1/22:0),Cer(d19:1/23:0),Cer(d19:1/24:0),Cer(d19:1/24:1),Cer(d19:1/26:0),Cer(d20:1/22:0),Cer(d20:1/23:0),Cer(d20:1/24:0),Cer(d20:1/24:1),Cer(d20:1/26:0),Cer(m17:0/16:0),Cer(m17:0/18:0),Cer(m17:0/20:0),Cer(m17:0/22:0),Cer(m17:0/23:0),Cer(m17:0/24:0),Cer(m17:0/24:1),Cer(m18:0/20:0),Cer(m18:0/22:0),Cer(m18:0/23:0),Cer(m18:0/24:0),Cer(m18:0/24:1),Cer(m18:1/12:0) (ISTD),Cer(m18:1/18:0),Cer(m18:1/20:0),Cer(m18:1/22:0),Cer(m18:1/23:0),Cer(m18:1/24:0),Cer(m18:1/24:1),Cer(m18:2/16:0),Cer(m18:2/18:0),Cer(m18:2/20:0),Cer(m18:2/22:0),Cer(m18:2/23:0),Cer(m18:2/24:0),Cer(m18:2/24:1),Cer1P(d18:1/12:0) (ISTD),Cer1P(d18:1/16:0),CL 14:0 (ISTD) Neg,CL 14:0 (ISTD) Pos,COH [161],COH d7 [161] (ISTD),COH d7 [95] (ISTD),DE(16:0),DE(18:1),DE(18:1) ester d6 (ISTD)*,DE(18:2),DE(20:4),DE(20:5),DE(22:6),Dehydrocholesterol,Dehydrocholesterol-d7 (ISTD)*,Dehydrocholesterol-d7 (ISTD)* [159],Dehydrocholesterol [159],DG 30:0 (15:0_15:0) [NL-15:0] (ISTD),DG 30:0 [NL-14:0],DG 32:0 [NL-16:0],DG 32:1 [NL-16:1],DG 32:2 [NL-18:2],DG 34:1 [NL-18:1],DG 34:2 [NL-16:1],DG 34:2 [NL-18:2],DG 36:1 [NL-18:1],DG 36:2 [NL-18:1],DG 36:2 [NL-18:2],DG 36:3 [NL-18:2],DG 36:4 [NL-18:2],DG 36:4 [NL-18:3],DG 36:4 [NL-20:4],DG 38:3 [NL-18:3],DG 38:3 [NL-20:3],DG 38:4 [NL-20:3],DG 38:4 [NL-20:4],DG 38:5 [NL-20:4],DG 38:5 [NL-22:5],DG 38:6 [NL-20:4],DG 38:6 [NL-20:5],DG 38:6 [NL-22:6],DG 40:6 [NL-22:5],DG 40:6 [NL-22:6],DG 40:7 [NL-22:6],DG 40:8 [NL-22:6],GM1(d18:1/16:0),GM3(d18:1/16:0),GM3(d18:1/18:0),GM3(d18:1/20:0),GM3(d18:1/22:0),GM3(d18:1/24:0),GM3(d18:1/24:1),GM3(d18:2/24:1),GM3(d20:1/18:0),Hex1Cer Glu-Cer(d18:1/12:0) [264] (ISTD),Hex1Cer(d16:1/18:0),Hex1Cer(d16:1/20:0),Hex1Cer(d16:1/22:0),Hex1Cer(d16:1/24:0),Hex1Cer(d18:1/16:0),Hex1Cer(d18:1/16:1) **,Hex1Cer(d18:1/18:0),Hex1Cer(d18:1/20:0),Hex1Cer(d18:1/22:0),Hex1Cer(d18:1/22:1) **,Hex1Cer(d18:1/23:0) **,Hex1Cer(d18:1/24:0),Hex1Cer(d18:1/24:1),Hex1Cer(d18:1/24:2) **,Hex1Cer(d18:1/25:0) ** (a/b),Hex1Cer(d18:1/25:1) **,Hex1Cer(d18:1/26:0) **,Hex1Cer(d18:1/26:1) **,Hex1Cer(d18:2/18:0),Hex1Cer(d18:2/20:0),Hex1Cer(d18:2/22:0),Hex1Cer(d18:2/24:0),Hex2Cer Lac-Cer(d18:1/12:0) [264] (ISTD),Hex2Cer(d16:1/16:0),Hex2Cer(d16:1/24:1),Hex2Cer(d18:1/16:0),Hex2Cer(d18:1/18:0),Hex2Cer(d18:1/20:0),Hex2Cer(d18:1/22:0),Hex2Cer(d18:1/24:0),Hex2Cer(d18:1/24:1),Hex2Cer(d18:1/24:2) **,Hex2Cer(d18:2/16:0),Hex2Cer(d18:2/18:0),Hex2Cer(d18:2/24:1),Hex3Cer(d18:1/16:0),Hex3Cer(d18:1/18:0),Hex3Cer(d18:1/20:0),Hex3Cer(d18:1/22:0),Hex3Cer(d18:1/24:0),Hex3Cer(d18:1/24:1),LPC 13:0 (ISTD),LPC 14:0,LPC 15:0,LPC 16:0,LPC 16:1,LPC 17:0,LPC 17:1,LPC 18:0,LPC 18:1,LPC 18:2,LPC 18:3,LPC 19:0,LPC 19:1,LPC 20:0,LPC 20:1,LPC 20:2,LPC 20:3,LPC 20:4,LPC 20:5,LPC 22:0,LPC 22:1,LPC 22:4,LPC 22:5 (a\b\c),LPC 22:6,LPC 24:0,LPC 26:0,LPC O-16:0,LPC O-18:0,LPC O-18:1,LPC O-20:0,LPC O-20:1,LPC O-22:0,LPC O-22:1,LPC O-24:0,LPC O-24:1,LPC O-24:2,LPC P-16:0,LPC P-17:0 (a\b),LPC P-18:0,LPC P-18:1,LPC P-20:0,LPE 14:0 (ISTD),LPE 16:0,LPE 17:0,LPE 18:0,LPE 18:1,LPE 18:2,LPE 20:4,LPE 22:6,LPE P-16:0,LPE P-18:0,LPE P-18:1,LPE P-20:0,LPI 18:0,LPI 18:1,LPI 18:2,LPI 20:4,LPS 16:0,LPS 18:0,LPS 18:1,LPS 18:2,PC 26:0 (13:0_13:0) (ISTD),PC 28:0,PC 28:1,PC 30:0,PC 30:1,PC 30:2,PC 31:0 (a\b),PC 31:1,PC 32:0,PC 32:1,PC 32:2,PC 32:3,PC 33:0 (a\b),PC 33:1,PC 33:2,PC 34:0,PC 34:1,PC 34:2,PC 34:3 (a\b\c),PC 34:4,PC 34:5,PC 35:1 (a\b),PC 35:2 (a\b),PC 35:3 (a\b),PC 35:4,PC 35:5,PC 36:0,PC 36:1,PC 36:2 (a\b),PC 36:3 (a\b\c),PC 36:4 (a\b),PC 36:5 (a\b),PC 36:6,PC 37:4 (a\b),PC 37:6,PC 38:2,PC 38:3,PC 38:4 (a\b\c),PC 38:5 (a\b),PC 38:6 (a\b),PC 38:7 (a\b\c),PC 39:5,PC 39:6 (a\b),PC 40:10,PC 40:4 (a\b),PC 40:5 (a\b),PC 40:6,PC 40:7 (a\b\c),PC 40:8,PC 42:5,PC 42:6,PC 44:12,PC(O-32:0),PC(O-32:1),PC(O-32:2),PC(O-34:1),PC(O-34:2),PC(O-34:3),PC(O-34:4),PC(O-35:4),PC(O-36:0),PC(O-36:1),PC(O-36:2) (a\b),PC(O-36:3) (a\b),PC(O-36:4),PC(O-36:5),PC(O-38:3),PC(O-38:4),PC(O-38:5),PC(O-38:6),PC(O-40:2),PC(O-40:3),PC(O-40:4),PC(O-40:5),PC(O-40:6),PC(O-40:7) (a\b),PC(O-42:4)/PC P-42:3,PC(O-42:5)/PC P-42:4,PC(O-42:6)/PC P-42:5,PC(O-44:6)/PC P-44:5,PC(P-30:0),PC(P-32:0),PC(P-32:1),PC(P-34:0),PC(P-34:1),PC(P-34:2),PC(P-34:3),PC(P-35:2) (a\b),PC(P-35:4) (a\b),PC(P-36:2) (a\b),PC(P-36:3),PC(P-36:4),PC(P-36:5),PC(P-37:4) (a\b),PC(P-38:4),PC(P-38:5) (a\b),PC(P-38:6),PC(P-40:4),PC(P-40:5) (a\b),PC(P-40:6),PC(P-40:7),PE 32:0,PE 32:1,PE 34:0 (17:0_17:0) (ISTD),PE 34:1,PE 34:2,PE 34:3 (a\b\c),PE 35:1 (a\b),PE 35:2 (a\b),PE 36:0,PE 36:1,PE 36:2 (a\b),PE 36:3 (a\b),PE 36:4,PE 36:5 (a\b),PE 37:4 (a\b),PE 38:3 (a\b),PE 38:4,PE 38:5 (a\b),PE 38:6,PE 39:6 (a\b),PE 40:4,PE 40:5 (a\b),PE 40:6,PE 40:7,PE(O-34:1),PE(O-34:2),PE(O-36:3) (a\b),PE(O-36:4),PE(O-36:5),PE(O-38:4) (a\b),PE(O-38:5) (a\b),PE(O-38:6),PE(O-40:5),PE(O-40:6),PE(O-40:7),PE(P-15:0/20:4) (a\b),PE(P-15:0/22:6) (a\b),PE(P-16:0/18:1),PE(P-16:0/18:2),PE(P-16:0/18:3),PE(P-16:0/20:3),PE(P-16:0/20:4),PE(P-16:0/20:5),PE(P-16:0/22:4),PE(P-16:0/22:5) (a\b),PE(P-16:0/22:6),PE(P-17:0/20:4) (a\b),PE(P-17:0/22:6) (a\b),PE(P-18:0/18:1),PE(P-18:0/18:1)-d9 (ISTD),PE(P-18:0/18:2),PE(P-18:0/18:3),PE(P-18:0/20:3),PE(P-18:0/20:4),PE(P-18:0/20:5),PE(P-18:0/22:4),PE(P-18:0/22:5) (a\b),PE(P-18:0/22:6),PE(P-18:1/18:1),PE(P-18:1/18:2),PE(P-18:1/18:3),PE(P-18:1/20:3),PE(P-18:1/20:4),PE(P-18:1/20:5),PE(P-18:1/22:4),PE(P-18:1/22:5) (a\b),PE(P-18:1/22:6) (a\b),PE(P-19:0/20:4) (a\b),PE(P-20:0/18:1),PE(P-20:0/18:2),PE(P-20:0/20:4),PE(P-20:0/22:6),PE(P-20:1/20:4),PE(P-20:1/22:6),PG 33:1 d7 (ISTD),PG 34:0 (17:0_17:0) (ISTD),PG 34:1,PG 34:2,PG 36:1,PG 36:2,PI 25:0 (ISTD),PI 32:0,PI 32:1,PI 34:0,PI 34:1,PI 35:1,PI 35:2,PI 36:1,PI 36:2,PI 36:3 (a\b\c),PI 36:4,PI 37:4 (a\b),PI 37:6,PI 38:2,PI 38:3 (a\b),PI 38:4,PI 38:5 (a\b),PI 38:6,PI 39:6,PI 40:4,PI 40:5 (a\b),PI 40:6,PS 34:0 (17:0_17:0) (ISTD),PS 36:1,PS 36:2,PS 38:3,PS 38:4,PS 38:5,PS 40:5,PS 40:6,S1P(d16:1),S1P(d17:0) (ISTD),S1P(d17:1) (ISTD),S1P(d18:0),S1P(d18:1),S1P(d18:1) 13C2D2 [ISTD],S1P(d18:2),SM 30:1 (ISTD),SM 31:1,SM 32:0,SM 32:1,SM 32:2,SM 33:0 **,SM 33:1,SM 33:2 **,SM 34:0,SM 34:1,SM 34:2,SM 34:3,SM 35:0 **,SM 35:1 (a\b),SM 35:2 (a\b),SM 36:0 **,SM 36:1,SM 36:2,SM 36:3,SM 37:0 **,SM 37:1,SM 37:2,SM 38:0 **,SM 38:1,SM 38:2,SM 38:3 (a\b),SM 39:1,SM 39:2,SM 40:0,SM 40:1,SM 40:2 (a\b),SM 40:3 (a\b\c),SM 41:0,SM 41:1,SM 41:2 (a\b),SM 41:3 **,SM 42:0 **,SM 42:1,SM 42:2 (a\b),SM 42:3 **,SM 43:1,SM 43:2 (a\b\c),SM 44:1,SM 44:2,SM 44:3 (a\b),Sph(d16:1),Sph(d17:0) (ISTD),Sph(d17:1) (ISTD),Sph(d18:1),Sph(d18:2),Sulfatide (d18:1:/16:0(OH)) [264],Sulfatide (d18:1:/16:0) [264],Sulfatide (d18:1:/18:0(OH)) [264],Sulfatide (d18:1:/18:0) [264],Sulfatide (d18:1:/24:0(OH)) [264],Sulfatide (d18:1:/24:0) [264],Sulfatide (d18:1:/24:1(OH)) [264],Sulfatide (d18:1:/24:1) [264],Sulfatide (d18:2:/18:0(OH)) [264],Sulfatide (d18:2:/18:0) [264],TG 36:0 [NL-12:0] (ISTD),TG 36:0 [SIM] (ISTD),TG(48:0) [NL-16:0],TG(48:0) [NL-18:0],TG(48:0) [SIM],TG(48:1) [NL-16:1],TG(48:1) [NL-18:1],TG(48:1) [SIM],TG(48:2) [NL-14:0],TG(48:2) [NL-14:1],TG(48:2) [NL-16:1],TG(48:2) [NL-18:2],TG(48:2) [SIM],TG(48:3) [NL-14:0],TG(48:3) [NL-16:1],TG(48:3) [NL-18:3],TG(48:3) [SIM],TG(49:0) [SIM],TG(49:1) [NL-16:1],TG(49:1) [NL-17:1],TG(49:1) [SIM],TG(49:2) [SIM],TG(49:3) [SIM],TG(50:0) [NL-18:0],TG(50:0) [SIM],TG(50:1) [NL-14:0],TG(50:1) [NL-16:0],TG(50:1) [NL-18:1],TG(50:1) [SIM],TG(50:2) [NL-14:0],TG(50:2) [NL-16:1],TG(50:2) [NL-18:1],TG(50:2) [NL-18:2],TG(50:2) [SIM],TG(50:3) [NL-14:0],TG(50:3) [NL-14:1],TG(50:3) [NL-16:1],TG(50:3) [NL-18:2],TG(50:3) [NL-18:3],TG(50:3) [SIM],TG(50:4) [NL-14:0],TG(50:4) [NL-18:3],TG(50:4) [NL-20:4],TG(50:4) [SIM],TG(50:5) [SIM],TG(51:0) [NL-16:0],TG(51:0) [NL-17:0] (ISTD),TG(51:0) [SIM](ISTD),TG(51:1) [NL-17:0],TG(51:1) [SIM],TG(51:2) [NL-15:0],TG(51:2) [NL-17:0],TG(51:2) [NL-17:1],TG(51:2) [SIM],TG(51:3) [SIM],TG(51:4) [SIM],TG(52:0) [SIM],TG(52:1) [NL-18:0],TG(52:1) [NL-18:1],TG(52:1) [SIM],TG(52:2) [NL-16:0],TG(52:2) [NL-18:2],TG(52:2) [SIM],TG(52:3) [NL-16:1],TG(52:3) [NL-18:2],TG(52:3) [SIM],TG(52:4) [NL-16:1],TG(52:4) [NL-18:2],TG(52:4) [NL-18:3],TG(52:4) [SIM],TG(52:5) [NL-18:3],TG(52:5) [NL-20:4],TG(52:5) [NL-20:5],TG(52:5) [SIM],TG(52:6 [NL-22:6],TG(52:6) [NL-18:2],TG(52:6) [NL-20:4],TG(52:6) [SIM],TG(53:1) [SIM],TG(53:2) [NL-17:1],TG(53:2) [NL-18:1],TG(53:2) [SIM],TG(53:3) [SIM],TG(53:4) [SIM],TG(54:0) [NL-18:0],TG(54:0) [SIM],TG(54:1) [NL-18:1],TG(54:1) [SIM],TG(54:2) [NL-18:0],TG(54:2) [NL-20:1],TG(54:2) [SIM],TG(54:3) [NL-18:1],TG(54:3) [NL-18:2],TG(54:3) [SIM],TG(54:4) [NL-18:2],TG(54:4) [NL-20:3],TG(54:4) [SIM],TG(54:5) [NL-18:3],TG(54:5) [NL-20:4],TG(54:5) [SIM],TG(54:6) [NL-18:3],TG(54:6) [NL-20:4],TG(54:6) [NL-20:5],TG(54:6) [NL-22:6],TG(54:6) [SIM],TG(54:7) [NL-20:5],TG(54:7) [NL-22:6],TG(54:7) [SIM],TG(56:1) [SIM],TG(56:2) [SIM],TG(56:3) [SIM],TG(56:4) [SIM],TG(56:5) [SIM],TG(56:6) [NL-20:4],TG(56:6) [NL-22:5] (a/b),TG(56:6) [SIM],TG(56:7) [NL-20:4],TG(56:7) [NL-20:5],TG(56:7) [NL-22:5] (a/b),TG(56:7) [NL-22:6],TG(56:7) [SIM],TG(56:8) [NL-20:4],TG(56:8) [NL-20:5],TG(56:8) [NL-22:6],TG(56:8) [SIM],TG(56:9) [NL-22:6],TG(56:9) [SIM],TG(57:1) [SIM],TG(57:2) [SIM],TG(57:3) [SIM],TG(57:4) [SIM],TG(58:1) [SIM],TG(58:10) [NL-22:6],TG(58:10) [SIM],TG(58:2) [SIM],TG(58:3) [SIM],TG(58:4) [SIM],TG(58:5) [SIM],TG(58:6) [SIM],TG(58:7) [SIM],TG(58:8) [NL-22:6],TG(58:8) [SIM],TG(58:9) [NL-22:6],TG(58:9) [SIM],TG(59:2) [SIM],TG(59:3) [SIM],TG(59:4) [SIM],TG(60:2) [SIM],TG(60:3) [SIM],TG(60:4) [SIM],TG(O-50:1) [NL-15:0],TG(O-50:1) [NL-16:0],TG(O-50:1) [NL-17:1],TG(O-50:1) [NL-18:1],TG(O-50:1) [SIM],TG(O-50:2) [NL-16:1],TG(O-50:2) [NL-18:1],TG(O-50:2) [NL-18:2],TG(O-50:2) [SIM],TG(O-50:3) [NL-18:2],TG(O-50:3) [SIM],TG(O-52:0) [NL-16:0],TG(O-52:0) [SIM],TG(O-52:1) [NL-16:0],TG(O-52:1) [NL-18:1],TG(O-52:1) [SIM],TG(O-52:2) [NL-16:0],TG(O-52:2) [NL-17:1],TG(O-52:2) [NL-18:1],TG(O-52:2) [SIM],TG(O-52:3) [SIM],TG(O-52:4) [SIM],TG(O-54:1) [SIM],TG(O-54:2) [NL-17:1],TG(O-54:2) [NL-18:1],TG(O-54:2) [SIM],TG(O-54:3) [NL-17:1],TG(O-54:3) [NL-18:1],TG(O-54:3) [SIM],TG(O-54:4) [NL-17:1],TG(O-54:4) [NL-18:2],TG(O-54:4) [SIM],Ubiquinone
PBLK1,397,24,284,164,188,251,137,61,237,640,1817452,321,1872,863,491,527,1799,31,295,,1909,779,205,34,464,513,1981711,10688,53179,1233,150,76,367,2119,12545,2208,222,238,92,210,1786,302,351,,87,287,268,21,120,357,120,1009,375,329,,234,149,370,1831,661,229854,134674,76929,940,883,412,1237,292,1136542,1015,1092,1279,17845,1008,2607,1249,17452,16845,75934,4333596,5495,162,181,371,118,,92,,124,1355,146,388,50,59,321,458,708,1016,737,893,355,552,1962,977,1261,1248,1244,20,408,96,216,136,284,175,301,773,61,586477,41,103,545,292,343,,1555,540,1138,1848,12617,10138,2561,1071515,189,499,159009,1208,189022,180108,681,21,34,117,110,468,59,184,38,42,72,151888,1041,45151,549,355,9230,239,1809,2562,6746,1214,1335,993,128,50,329,160,199,245,236,53,,17,222,159,12186,224,59,37,87,129,61,108,121,320,4,221,1421317,30,1,1,1,241,97,116,41,627,244,76,645,455,99,240,220,93,92,12,97,150,87,1417765,91,94,550,2260,1,107,222,203,8,180,39,79,114,85,2,62,156,223,838768,422,593,16150,584,518,88,4432,3295,3767,206,159,50,106,243,203,336,1008,200,111,65,108,35,247,39,74,364,376,2782,45,1111,54,11,324,85,97,222,177,4156,103,1111,198266,157,1817,162,95,195,,195,57,50,120,80,76,42,,13,85,,91,269,2523834,10924,167,2725,17900,2672,455,3583,12860,17698,1549,45,,1174,999,3696,136570,234675,5180,395,1,2187,5132,1785,684,,1025,21411,109678,61120,102455,7556,340,1430,214,1166,3405,2358,12125,49139,352,480,184,211,1002,1284,5823,4728,747,229,131,182,1748,1524,103,6390,5263,6834,821,544,247,297,1007,611,15509,9260,296,2109,3868,2525,911,436,251,736,1113,459,321,788,,139,1113,3586,100,6390,5263,6834,821,77,9,611,14863,9260,1301,330,514,4502,693,290,1113,459,1173,224,447,695643,603,493,83,54,162,2609,621,1013,1154,918,41,37,176,987,537,516,140,130,160,582,40,,237,9,90,212,45,213,44,56,278,287,61,,193,1,121,2,270,104,111,83,503,80,95,63,271,109,,32,529,126,96,424,1115,32,263,145,9,350,15,99,64,164,167,100,77,26,100,1,97,142,273015,100,193,158,330,216757,,221,126,88,218,56,366,2018,77,195,59,1,42,262,13013,160,22,260,115,240,50,179313,715,43,85,239,51,109,680,37,64949,361893,2351,77,26707,12,3610093,1632,313,5947,518,82,2929,72,8234,57860,5671,22,90,1802,259,666,12169,12857,545,1561,145,1584,51902,5646,2597,406,624,66,1059,13997,2973,1803,1233,734,1840,2305,3342,3281,33696,13984,645,1885,609,866,367,4014,1127325,296460,1770,11315,193,46,2,65,162,129,,2260,173,16,9778694,6409643,407077,25155,174478,142601,77744,291561,27960,11879,214252,19941,304061,2669,44070,1325,40291,155593,43695,45316,595761,369347,200804,147617,277416,6156,191148,159193,294037,18111,84851,119090,35281,338623,5987,3063,67004,32305,1365,128841,712,1877,25,,7806,33644,8812308,12115439,16505,297625,7257,49252,49252,372063,88941,62405,193110,39720,36073,109647,178645,8648,392159,24379,60762,180654,11523,34760,5933,62950,2806,634,1706,10418,153,223,65,23559,42229,8426,30403,272808,44560,17814,64729,82037,14205,69104,17316,5661,95160,147956,10390,243880,28475,3181,140119,3528,2183,77400,1926,1083,342,423,28359,627,427,,101757,33318,34829,13959,12347,1737,903,24069,690,291,790,2271,11106,259,370,1125,,281,26186,26169,104277,102868,52906,24100,,7982,34406,19862,,,11056,13728,238,,,92511,1198834,3650,16009,48450,1876,19493,37181,65354,45316,44122,595761,86211,36322,13395,369347,11343,200804,33644,12115439,18968,25011,297625,9601,49252,41476,372063,88941,62405,42229,8426,30403,272808,5082,8113,44560,1121,2664,17814,1802
Dilutions_20_A,1993,1898,52554,38919,11391,19113,58501,22446,2211,65124,636085,18242,2673,22691,100873,25055,1633,250,2895,2328,186373,104762,3451,6327,12910,18245,780448,2939444,21375427,732791,296,4140,22214,1093816,2828667,410718,183,2111,36359,153398,1155473,403,1965,4722,5568,3144,476,1629,2295,13066,6101,22032,11220,1004,536,841,6979,4503,17722,8922,66816,119304,48540,3836,7722,2260,9846,11286,407615,515,20096,13847,9173,27680,5697,169010,139017,468734,375982,1495453,6492,225,766,77,956,1828,516,23271,19164,71347,28610,1382,264,362,995,9321,8658,27166,21188,1110,1971,984,5336,4577,997,381,1209,330,1481,1019,3069,1217,2575,6416,2277,6605,3103,116915,1082,2427,12581,5462,15621,12644,26885,14469,22245,129854,92201,310713,234123,349637,1466,142,66614,103380,39823,37630,1340,3686,134,11487,3920,586,862,91,113,1,156,187631,2835,56676,5936,2903,160209,15216,39506,30939,293500,19051,63436,19603,7198,6527,45591,377,9522,8020,19372,1960,6284,2167,3194,2005,8764,6143,2012,583,67241,27264,8665,25388,22820,47157,6637,7,502700,413,1197,4794,6290,41358,6517,7114,9090,136984,1105,83029,211046,208094,5190,5421,2856,1113,1237,910,712,8242,19894,552387,6392,1068,222096,2831,2751,11071,19473,59368,7590,10808,1999,6294,52665,4416,2082,8970,8858,28475,293295,138641,82397,14996101,260928,168451,25585,3963106,2429784,1873996,35143,11598,7469,10507,29282,21749,157747,503790,42473,1864,1933,9837,26147,74021,2642,553,175089,44558,252234,8360,15512,12420,9430,16051,20408,4293,57537,2014,13355,5558,15512,65882,37673,2389,62847,28770,32604,19819,15583,3846,3807,1684,362,239,114,172,535,3084,586,512,285,889241,71581,5211,1486858,9523938,767127,333636,818901,4347628,4399670,478625,12052,168491,533678,505758,717826,48270634,78403016,1928454,143181,10656,559913,1120682,355700,123546,10648,107511,6874571,40666403,16547164,40388656,2138900,46993,373303,38628,374594,1293749,908485,5033428,10819099,86665,19923,86907,21347,27751,270008,2620116,1305848,88594,14875,1827,231,586377,95234,42412,1507788,1221196,1926372,64652,9837,10854,282105,249937,346627,2930832,150567,55790,630778,1902366,303040,368053,54747,14254,109216,174773,518794,124407,132695,41819,119263,314852,307252,17881,1507788,1261294,1926372,64652,37898,10085,359210,297450,2229276,167220,68415,210300,932240,139454,6696,174773,32761,287624,2740,3144,237152,62089,144107,10345,5035,5502,1618,96086,437477,84280,148675,8373,3165,36928,456724,106089,116232,2796,6843,19291,100611,16220,8224,3375,13809,22119,1758,20529,20057,12189,6193,8859,9073,1041,698,18261,32442,319,6286,72692,6872,10072,21512,51406,9700,2201,20215,273,71368,750,10587,162986,13127,5458,11101,55803,14176,14133,113,3462,65602,6207,2607,3595,22860,1524,6744,11459,14908,4125,4378,2072,32,61674,11851,705,1904,1698,100553,7564,13356,10205,108161,988,3529,91703,766662,36297,98886,8268,55,2012,92731,5108656,36061,11751,860,8073,43365,42474,64378,8253,643,1098,5277,726,688,10223,89,12019,60861,993,6536,4902,1207,1305524,27909,50368,1376031,93637,13249,994882,19394,4684070,31963461,2079483,9503,45419,548771,53306,303394,4754904,2744583,83165,373634,35273,376818,117206,2691969,812641,141975,73295,51921,521923,5665003,3313431,284109,526993,65201,1578730,376611,638935,1464927,11388088,5182548,294105,880851,29516,148182,71460,3473,433093,84784,2770,3158,4387,3961,105,410,1403,753,1418,2831,92,256,4305522,3598754,5402554,418611,4580503,1421855,5831097,10679935,1385679,416233,1685319,1220316,4659902,189755,293116,106222,1159635,547836,120659,342333,4758042,2489695,474521,2245903,3922319,409231,36994653,21318764,39167839,3513977,7098750,16597658,6377807,43479913,1327995,135767,2790230,4401016,539068,11641268,304934,384205,90613,1885813,341098,156645,3586724,5386699,800662,5281373,758307,2526082,2426572,9051192,3744584,667195,675434,5479276,7058915,19587766,58342725,1862081,77279606,6550140,37033949,72654030,2050571,10656972,2362766,29787903,735656,255281,73071,4062262,42474,38751,36493,575312,2246027,167809,4430463,7187886,5008156,1653053,186294,239190,715499,1966749,6547290,926419,21473130,34627093,3677722,44493557,7540108,1277095,34458003,703854,2544140,16023771,305466,706084,337241,388,5559177,104948,154541,1017749,349278,701548,1570325,2844285,7055675,1170882,958378,7729346,311704,132451,273351,1149837,3658752,75396,54739,344679,1005483,35596,176128,1559847,11208290,668527,720759,1074954,,478318,4228201,3942364,1598735,427138,73130,56104,143,1044044,83502,450386,390775,30624,42547,136769,102458,55036,685434,1104373,342333,964770,4758042,289863,313659,221326,2489695,69160,474521,157147,790410,1207701,1102768,5281373,901944,2426572,2711203,9051192,3744584,667195,734074,167809,4430463,7187886,407933,1146028,5008156,164083,241415,1653053,67230
