Transition_Name,Lipid_Name,For_Rgoslin,Precursor_Ion,Product_Ion,Retention_Time_[min],Delta_Retention_Time_[min],Collision_Energy,Cell_Accelerator_Voltage,Polarity,isISTD
SM 37:1,SM 37:1;O2,SM 37:1;O2,745.6,184.1,7.6,2,29,5,Positive,FALSE
SM 37:2,SM 37:2;O2,SM 37:2;O2,743.5,184.1,7.1,1,29,5,Positive,FALSE
SM 38:0 **,SM 38:0;O2,SM 38:0;O2,761.6,184.1,8.2,3,29,5,Positive,FALSE
SM 38:1,SM 38:1;O2,SM 38:1;O2,759.6,184.1,7.9,1.5,29,5,Positive,FALSE
SM 38:2,SM 38:2;O2,SM 38:2;O2,757.6,184.1,7.3,1,29,5,Positive,FALSE
SM 38:3 (a\b),SM 38:3;O2,SM 38:3;O2,755.6,184.1,6.4,1,29,5,Positive,FALSE
SM 39:1,SM 39:1;O2,SM 39:1;O2,773.7,184.1,8.6,1.5,29,5,Positive,FALSE
SM 39:2,SM 39:2;O2,SM 39:2;O2,771.7,184.1,7.9,1,29,5,Positive,FALSE
SM 40:0,SM 40:0;O2,SM 40:0;O2,789.7,184.1,9.5,1,29,5,Positive,FALSE
SM 40:1,SM 40:1;O2,SM 40:1;O2,787.7,184.1,9.1,2,29,5,Positive,FALSE
SM 40:2 (a\b),SM 40:2;O2,SM 40:2;O2,785.7,184.1,8.5,1.4,29,5,Positive,FALSE
SM 40:3 (a\b\c),SM 40:3;O2,SM 40:3;O2,783.6,184.1,7.4,1.4,29,5,Positive,FALSE
SM 41:0,SM 41:0;O2,SM 41:0;O2,803.7,184.1,10,1,29,5,Positive,FALSE
SM 41:1,SM 41:1;O2,SM 41:1;O2,801.7,184.1,9.2,1,29,5,Positive,FALSE
SM 41:2 (a\b),SM 41:2;O2,SM 41:2;O2,799.7,184.1,8.9,1.4,29,5,Positive,FALSE
SM 41:3 **,SM 41:3;O2,SM 41:3;O2,797.7,184.1,8.3,3,29,5,Positive,FALSE
SM 42:0 **,SM 42:0;O2,SM 42:0;O2,817.7,184.1,10.1,3,29,5,Positive,FALSE
SM 42:1,SM 42:1;O2,SM 42:1;O2,815.7,184.1,9.7,2,29,5,Positive,FALSE
SM 42:2 (a\b),SM 42:2;O2,SM 42:2;O2,813.7,184.1,9.3,1.4,29,5,Positive,FALSE
SM 42:3 **,SM 42:3;O2,SM 42:3;O2,811.7,184.1,8.5,3,29,5,Positive,FALSE
SM 43:1,SM 43:1;O2,SM 43:1;O2,829.7,184.1,10.2,1,29,5,Positive,FALSE
SM 43:2 (a\b\c),SM 43:2;O2,SM 43:2;O2,827.7,184.1,9.9,1.4,29,5,Positive,FALSE
SM 44:1,SM 44:1;O2,SM 44:1;O2,843.6,184.1,10.3,1,29,5,Positive,FALSE
SM 44:2,SM 44:2;O2,SM 44:2;O2,841.6,184.1,10.1,1,29,5,Positive,FALSE
SM 44:3 (a\b),SM 44:3;O2,SM 44:3;O2,839.6,184.1,9.7,2,29,5,Positive,FALSE
Sph(d16:1),SPB 16:1;O2,SPB 16:1;O2,272.3,254.3,1.1,3,10,4,Positive,FALSE
Sph(d17:0) (ISTD),SPB 17:0;O2 (ISTD),SPB 17:0;O2,288.3,270.3,2,1,10,4,Positive,TRUE
Sph(d17:1) (ISTD),SPB 17:1;O2 (ISTD),SPB 17:1;O2,286.3,268.3,1.8,1,10,4,Positive,TRUE
Sph(d18:1),SPB 18:1;O2,SPB 18:1;O2,300.3,282.3,2.3,3,10,4,Positive,FALSE
Sph(d18:2),SPB 18:2;O2,SPB 18:2;O2,298.3,280.3,1.8,3,10,4,Positive,FALSE
Sulfatide (d18:1:/16:0(OH)) [264],SHexCer 18:1;O2/16:0;O,SHexCer 18:1;O2/16:0;O,796.5,264.3,5.1,1,56,5,Positive,FALSE
Sulfatide (d18:1:/16:0) [264],SHexCer 18:1;O2/16:0,SHexCer 18:1;O2/16:0,780.5,264.3,5.3,1,56,5,Positive,FALSE
Sulfatide (d18:1:/18:0(OH)) [264],SHexCer 18:1;O2/18:0;O,SHexCer 18:1;O2/18:0;O,824.6,264.3,6,1.5,56,5,Positive,FALSE
Sulfatide (d18:1:/18:0) [264],SHexCer 18:1;O2/18:0,SHexCer 18:1;O2/18:0,808.6,264.3,6.2,1.5,56,5,Positive,FALSE
Sulfatide (d18:1:/24:0(OH)) [264],SHexCer 18:1;O2/24:0;O,SHexCer 18:1;O2/24:0;O,908.6,264.3,8.9,1,56,5,Positive,FALSE
Sulfatide (d18:1:/24:0) [264],SHexCer 18:1;O2/24:0,SHexCer 18:1;O2/24:0,892.7,264.3,9.2,1,56,5,Positive,FALSE
Sulfatide (d18:1:/24:1(OH)) [264],SHexCer 18:1;O2/24:1;O,SHexCer 18:1;O2/24:1;O,906.6,264.3,7.85,1,56,5,Positive,FALSE
Sulfatide (d18:1:/24:1) [264],SHexCer 18:1;O2/24:1;O,SHexCer 18:1;O2/24:1;O,890.6,264.3,8.1,1,56,5,Positive,FALSE
Sulfatide (d18:2:/18:0(OH)) [264],SHexCer 18:2;O2/18:0;O,SHexCer 18:2;O2/18:0;O,822.5,262.3,5.3,1.5,56,5,Positive,FALSE
Sulfatide (d18:2:/18:0) [264],SHexCer 18:2;O2/18:0,SHexCer 18:2;O2/18:0,806.5,262.3,5.5,1.5,56,5,Positive,FALSE
TG 36:0 [NL-12:0] (ISTD),TG 12:0_24:0 (ISTD),TG 12:0_24:0,656.6,439.4,10.41,1,25,5,Positive,TRUE
TG 36:0 [SIM] (ISTD),TG 36:0 (ISTD),TG 36:0,656.6,656.6,10.41,1,0,5,Positive,TRUE
TG(48:0) [NL-16:0],TG 16:0_32:0,TG 16:0_32:0,824.8,551.5,11.4,1,25,5,Positive,FALSE
TG(48:0) [NL-18:0],TG 18:0_30:0 ,TG 18:0_30:0 ,824.8,523.5,11.4,1,25,5,Positive,FALSE
TG(48:0) [SIM],TG 48:0      ,TG 48:0      ,824.8,824.8,11.4,1,0,5,Positive,FALSE
TG(48:1) [NL-16:1],TG 16:1_32:0,TG 16:1_32:0,822.8,551.5,11.2,1,25,5,Positive,FALSE
TG(48:1) [NL-18:1],TG 18:1_30:0,TG 18:1_30:0,822.8,523.5,11.2,1,25,5,Positive,FALSE
TG(48:1) [SIM],TG 48:1      ,TG 48:1      ,822.8,822.8,11.2,1,0,5,Positive,FALSE
TG(48:2) [NL-14:0],TG 14:0_34:2 ,TG 14:0_34:2 ,820.8,575.5,11,1,25,5,Positive,FALSE
TG(48:2) [NL-14:1],TG 14:1_34:1,TG 14:1_34:1,820.8,577.5,11,1,25,5,Positive,FALSE
TG(48:2) [NL-16:1],TG 16:1_32:1,TG 16:1_32:1,820.8,549.5,11,1,25,5,Positive,FALSE
TG(48:2) [NL-18:2],TG 18:2_30:0 ,TG 18:2_30:0 ,820.8,523.5,11,1,25,5,Positive,FALSE
TG(48:2) [SIM],TG 48:2      ,TG 48:2      ,820.8,820.8,11,1,0,5,Positive,FALSE
TG(48:3) [NL-14:0],TG 14:0_34:3,TG 14:0_34:3,818.8,573.5,10.9,1,25,5,Positive,FALSE
TG(48:3) [NL-16:1],TG 16:1_32:2,TG 16:1_32:2,818.8,547.5,10.9,1,25,5,Positive,FALSE
TG(48:3) [NL-18:3],TG 18:3_30:0,TG 18:3_30:0,818.8,523.5,10.9,1,25,5,Positive,FALSE
TG(48:3) [SIM],TG 48:3      ,TG 48:3      ,818.8,818.8,10.9,1,0,5,Positive,FALSE
TG(49:0) [SIM],TG 49:0     ,TG 49:0     ,838.8,838.8,11.4,1,0,5,Positive,FALSE
TG(49:1) [NL-16:1],TG 16:1_33:0,TG 16:1_33:0,836.8,565.5,11.3,1,25,5,Positive,FALSE
TG(49:1) [NL-17:1],TG 17:1_32:0 ,TG 17:1_32:0 ,836.8,551.5,11.3,1,25,5,Positive,FALSE
TG(49:1) [SIM],TG 49:1      ,TG 49:1      ,836.8,836.8,11.3,1,0,5,Positive,FALSE
TG(49:2) [SIM],TG 49:2     ,TG 49:2     ,834.8,834.8,11,1,0,5,Positive,FALSE
TG(49:3) [SIM],TG 49:3,TG 49:3,832.8,832.8,11.1,1,0,5,Positive,FALSE
TG(50:0) [NL-18:0],TG 18:0_32:0,TG 18:0_32:0,852.8,551.5,11.6,1,25,5,Positive,FALSE
TG(50:0) [SIM],TG 50:0,TG 50:0,852.8,852.8,11.6,1,0,5,Positive,FALSE
TG(50:1) [NL-14:0],TG 14:0_36:1,TG 14:0_36:1,850.8,605.5,11.4,1,25,5,Positive,FALSE
TG(50:1) [NL-16:0],TG 16:0_34:1,TG 16:0_34:1,850.8,577.5,11.4,1,25,5,Positive,FALSE
TG(50:1) [NL-18:1],TG 18:1_32:0,TG 18:1_32:0,850.8,551.5,11.4,1,25,5,Positive,FALSE
TG(50:1) [SIM],TG 50:1,TG 50:1,850.8,850.8,11.4,1,0,5,Positive,FALSE
TG(50:2) [NL-14:0],TG 14:0_36:2,TG 14:0_36:2,848.8,603.5,11.2,1,25,5,Positive,FALSE
TG(50:2) [NL-16:1],TG 16:1_34:1,TG 16:1_34:1,848.8,577.5,11.2,1,25,5,Positive,FALSE
TG(50:2) [NL-18:1],TG 18:1_32:1,TG 18:1_32:1,848.8,549.5,11.2,1,25,5,Positive,FALSE
TG(50:2) [NL-18:2],TG 18:2_32:0,TG 18:2_32:0,848.8,551.5,11.2,1,25,5,Positive,FALSE
TG(50:2) [SIM],TG 50:2     ,TG 50:2     ,848.8,848.8,11.2,1,0,5,Positive,FALSE
TG(50:3) [NL-14:0],TG 14:0_36:3,TG 14:0_36:3,846.8,601.5,11,1,25,5,Positive,FALSE
TG(50:3) [NL-14:1],TG 14:1_36:2,TG 14:1_36:2,846.8,603.5,11,1,25,5,Positive,FALSE
TG(50:3) [NL-16:1],TG 16:1_34:2,TG 16:1_34:2,846.8,575.5,11,1,25,5,Positive,FALSE
TG(50:3) [NL-18:2],TG 18:2_32:1,TG 18:2_32:1,846.8,549.5,11,1,25,5,Positive,FALSE
TG(50:3) [NL-18:3],TG 18:3_32:0,TG 18:3_32:0,846.8,551.5,11.1,1,25,5,Positive,FALSE
TG(50:3) [SIM],TG 50:3,TG 50:3,846.8,846.8,11,1,0,5,Positive,FALSE
TG(50:4) [NL-14:0],TG 14:0_36:4,TG 14:0_36:4,844.8,599.5,10.9,1,25,5,Positive,FALSE
TG(50:4) [NL-18:3],TG 18:3_32:1,TG 18:3_32:1,844.8,549.5,10.9,1,25,5,Positive,FALSE
TG(50:4) [NL-20:4],TG 20:4_30:0,TG 20:4_30:0,844.8,523.5,11,1,25,5,Positive,FALSE
TG(50:4) [SIM],TG 50:4,TG 50:4,844.8,844.8,10.9,1,0,5,Positive,FALSE
TG(50:5) [SIM],TG 50:5,TG 50:5,842.8,842.8,10.8,1,0,5,Positive,FALSE
TG(51:0) [NL-16:0],TG 16:0_35:0,TG 16:0_35:0,866.7,593.4,11.7,1,25,5,Positive,FALSE
TG(51:0) [NL-17:0] (ISTD),TG 17:0_34:0,TG 17:0_34:0,866.7,579.5,11.7,1,25,5,Positive,TRUE
TG(51:0) [SIM](ISTD),TG 51:0,TG 51:0,866.7,866.7,11.7,1,0,5,Positive,TRUE
TG(51:1) [NL-17:0],TG 17:0_34:1,TG 17:0_34:1,864.8,577.5,11.5,1,25,5,Positive,FALSE
TG(51:1) [SIM],TG 51:1,TG 51:1,864.8,864.8,11.5,1,0,5,Positive,FALSE
TG(51:2) [NL-15:0],TG 15:0_36:2  ,TG 15:0_36:2  ,862.8,603.5,11.3,1,25,5,Positive,FALSE
TG(51:2) [NL-17:0],TG 17:0_34:2,TG 17:0_34:2,862.8,577.5,11.3,1,25,5,Positive,FALSE
TG(51:2) [NL-17:1],TG 17:1_34:1,TG 17:1_34:1,862.8,577.5,11.3,1,25,5,Positive,FALSE
TG(51:2) [SIM],TG 51:2       ,TG 51:2       ,862.8,862.8,11.3,1,0,5,Positive,FALSE
TG(51:3) [SIM],TG 51:3,TG 51:3,860.8,860.8,11.1,1,0,5,Positive,FALSE
TG(51:4) [SIM],TG 51:4,TG 51:4,858.8,858.8,11,1,0,5,Positive,FALSE
TG(52:0) [SIM],TG 52:0       ,TG 52:0       ,880.8,880.8,11.4,1,0,5,Positive,FALSE
TG(52:1) [NL-18:0],TG 18:0_34:1,TG 18:0_34:1,878.8,577.5,11.8,1,25,5,Positive,FALSE
TG(52:1) [NL-18:1],TG 18:1_34:0,TG 18:1_34:0,878.8,579.5,11.6,1,25,5,Positive,FALSE
TG(52:1) [SIM],TG 52:1       ,TG 52:1       ,878.8,878.8,11.6,1,0,5,Positive,FALSE
TG(52:2) [NL-16:0],TG 16:0_36:2,TG 16:0_36:2,876.8,603.5,11.4,1,25,5,Positive,FALSE
TG(52:2) [NL-18:2],TG 18:2_34:0,TG 18:2_34:0,876.8,579.5,11.4,1,25,5,Positive,FALSE
TG(52:2) [SIM],TG 52:2       ,TG 52:2       ,876.8,876.8,11.4,1,0,5,Positive,FALSE
TG(52:3) [NL-16:1],TG 16:1_36:2,TG 16:1_36:2,874.8,603.5,11.2,1,25,5,Positive,FALSE
TG(52:3) [NL-18:2],TG 18:2_34:1,TG 18:2_34:1,874.8,577.5,11.2,1,25,5,Positive,FALSE
TG(52:3) [SIM],TG 52:3       ,TG 52:3       ,874.8,874.8,11.2,1,0,5,Positive,FALSE
TG(52:4) [NL-16:1],TG 16:1_36:3,TG 16:1_36:3,872.8,601.5,11.1,1,25,5,Positive,FALSE
TG(52:4) [NL-18:2],TG 18:2_34:2,TG 18:2_34:2,872.8,575.5,11.1,1,25,5,Positive,FALSE
TG(52:4) [NL-18:3],TG 18:3_34:1  ,TG 18:3_34:1  ,872.8,577.5,11.1,1,25,5,Positive,FALSE
TG(52:4) [SIM],TG 52:4,TG 52:4,872.8,872.8,11.1,1,0,5,Positive,FALSE
TG(52:5) [NL-18:3],TG 18:3_34:2,TG 18:3_34:2,870.8,575.5,10.9,1,25,5,Positive,FALSE
TG(52:5) [NL-20:4],TG 20:4_32:1  ,TG 20:4_32:1  ,870.8,549.5,11,1,25,5,Positive,FALSE
TG(52:5) [NL-20:5],TG 20:5_32:0,TG 20:5_32:0,870.8,551.5,11,1,25,5,Positive,FALSE
TG(52:5) [SIM],TG 52:5,TG 52:5,870.8,870.8,10.8,1,0,5,Positive,FALSE
TG(52:6 [NL-22:6],TG 22:6_30:0  ,TG 22:6_30:0  ,868.8,523.5,10.9,1,25,5,Positive,FALSE
TG(52:6) [NL-18:2],TG 18:2_34:4,TG 18:2_34:4,868.8,571.5,10.9,1,25,5,Positive,FALSE
TG(52:6) [NL-20:4],TG 20:4_32:2,TG 20:4_32:2,868.8,547.5,10.9,1,25,5,Positive,FALSE
TG(52:6) [SIM],TG 52:6       ,TG 52:6       ,868.8,868.8,10.9,1,0,5,Positive,FALSE
TG(53:1) [SIM],TG 53:1,TG 53:1,892.8,892.8,11.7,1,0,5,Positive,FALSE
TG(53:2) [NL-17:1],TG 17:1_36:1,TG 17:1_36:1,890.8,605.5,11.5,1,25,5,Positive,FALSE
TG(53:2) [NL-18:1],TG 18:1_35:1  ,TG 18:1_35:1  ,890.8,591.5,11.5,1,25,5,Positive,FALSE
TG(53:2) [SIM],TG 53:2,TG 53:2,890.8,890.8,11.5,1,0,5,Positive,FALSE
TG(53:3) [SIM],TG 53:3,TG 53:3,888.8,888.8,11.3,1,0,5,Positive,FALSE
TG(53:4) [SIM],TG 53:4       ,TG 53:4       ,886.8,886.8,11.2,1,0,5,Positive,FALSE
TG(54:0) [NL-18:0],TG 18:0_36:0,TG 18:0_36:0,908.8,607.5,12,1,25,5,Positive,FALSE
TG(54:0) [SIM],TG 54:0,TG 54:0,908.8,908.8,12,1,0,5,Positive,FALSE
TG(54:1) [NL-18:1],TG 18:1_36:0  ,TG 18:1_36:0  ,906.8,607.5,11.8,1,25,5,Positive,FALSE
TG(54:1) [SIM],TG 54:1,TG 54:1,906.8,906.8,11.8,1,0,5,Positive,FALSE
TG(54:2) [NL-18:0],TG 18:0_36:2,TG 18:0_36:2,904.8,603.5,11.6,1,25,5,Positive,FALSE
TG(54:2) [NL-20:1],TG 20:1_34:1  ,TG 20:1_34:1  ,904.8,577.5,11.6,1,25,5,Positive,FALSE
TG(54:2) [SIM],TG 54:2,TG 54:2,904.8,904.8,11.6,1,0,5,Positive,FALSE
TG(54:3) [NL-18:1],TG 18:1_36:2,TG 18:1_36:2,902.8,603.5,11.4,1,25,5,Positive,FALSE
TG(54:3) [NL-18:2],TG 18:2_36:1  ,TG 18:2_36:1  ,902.8,605.5,11.4,1,25,5,Positive,FALSE
TG(54:3) [SIM],TG 54:3,TG 54:3,902.8,902.8,11.4,1,0,5,Positive,FALSE
TG(54:4) [NL-18:2],TG 18:2_36:2,TG 18:2_36:2,900.8,603.5,11.2,1,25,5,Positive,FALSE
TG(54:4) [NL-20:3],TG 20:3_34:1  ,TG 20:3_34:1  ,900.8,577.5,11.3,1,25,5,Positive,FALSE
TG(54:4) [SIM],TG 54:4,TG 54:4,900.8,900.8,11.2,1,0,5,Positive,FALSE
TG(54:5) [NL-18:3],TG 18:3_36:2,TG 18:3_36:2,898.8,603.5,11.1,1,25,5,Positive,FALSE
TG(54:5) [NL-20:4],TG 20:4_34:1  ,TG 20:4_34:1  ,898.8,577.5,11.2,1,25,5,Positive,FALSE
TG(54:5) [SIM],TG 54:5,TG 54:5,898.8,898.8,11.1,1,0,5,Positive,FALSE
TG(54:6) [NL-18:3],TG 18:3_36:3,TG 18:3_36:3,896.8,601.5,11,1,25,5,Positive,FALSE
TG(54:6) [NL-20:4],TG 20:4_34:2  ,TG 20:4_34:2  ,896.8,575.5,11,1,25,5,Positive,FALSE
TG(54:6) [NL-20:5],TG 20:5_34:1,TG 20:5_34:1,896.8,577.5,11,1,25,5,Positive,FALSE
TG(54:6) [NL-22:6],TG 22:6_32:0,TG 22:6_32:0,896.8,551.5,11.7,1,25,5,Positive,FALSE
TG(54:6) [SIM],TG 54:6       ,TG 54:6       ,896.8,896.8,10.9,1,0,5,Positive,FALSE
TG(54:7) [NL-20:5],TG 20:5_34:2,TG 20:5_34:2,894.8,575.5,10.9,1,25,5,Positive,FALSE
TG(54:7) [NL-22:6],TG 22:6_32:1,TG 22:6_32:1,894.8,549.5,10.9,1,25,5,Positive,FALSE
TG(54:7) [SIM],TG 54:7       ,TG 54:7       ,894.8,894.8,10.8,1,0,5,Positive,FALSE
TG(56:1) [SIM],TG 56:1,TG 56:1,934.9,934.9,12,1,0,5,Positive,FALSE
TG(56:2) [SIM],TG 56:2,TG 56:2,932.9,932.9,11.8,1,0,5,Positive,FALSE
TG(56:3) [SIM],TG 56:3       ,TG 56:3       ,930.8,930.8,11.6,1,0,5,Positive,FALSE
TG(56:4) [SIM],TG 56:4,TG 56:4,928.8,928.8,11.4,1,0,5,Positive,FALSE
TG(56:5) [SIM],TG 56:5,TG 56:5,926.8,926.8,11.3,1,0,5,Positive,FALSE
TG(56:6) [NL-20:4],TG 20:4_36:2  ,TG 20:4_36:2  ,924.8,603.5,11.2,1,25,5,Positive,FALSE
TG(56:6) [NL-22:5] (a/b),TG 22:5_34:1,TG 22:5_34:1,924.8,577.5,11.2,1,25,5,Positive,FALSE
TG(56:6) [SIM],TG 56:6,TG 56:6,924.8,924.8,11.2,1,0,5,Positive,FALSE
TG(56:7) [NL-20:4],TG 20:4_36:3  ,TG 20:4_36:3  ,922.8,601.5,11,1,25,5,Positive,FALSE
TG(56:7) [NL-20:5],TG 20:5_36:2,TG 20:5_36:2,922.8,603.5,11,1,25,5,Positive,FALSE
TG(56:7) [NL-22:5] (a/b),TG 22:5_34:2,TG 22:5_34:2,922.8,575.5,11,1,25,5,Positive,FALSE
TG(56:7) [NL-22:6],TG 22:6_34:1  ,TG 22:6_34:1  ,922.8,577.5,11.1,1,25,5,Positive,FALSE
TG(56:7) [SIM],TG 56:7,TG 56:7,922.8,922.8,11,1,0,5,Positive,FALSE
TG(56:8) [NL-20:4],TG 20:4_36:4,TG 20:4_36:4,920.8,599.5,10.9,1,25,5,Positive,FALSE
TG(56:8) [NL-20:5],TG 20:5_36:3  ,TG 20:5_36:3  ,920.8,601.5,10.9,1,25,5,Positive,FALSE
TG(56:8) [NL-22:6],TG 22:6_34:2,TG 22:6_34:2,920.8,575.5,11,1,25,5,Positive,FALSE
TG(56:8) [SIM],TG 56:8,TG 56:8,920.8,920.8,10.9,1,0,5,Positive,FALSE
TG(56:9) [NL-22:6],TG 22:6_34:3  ,TG 22:6_34:3  ,918.8,573.5,10.8,1,25,5,Positive,FALSE
TG(56:9) [SIM],TG 56:9,TG 56:9,918.8,918.8,10.8,1,0,5,Positive,FALSE
TG(57:1) [SIM],TG 57:1,TG 57:1,948.9,948.9,12.1,1,0,5,Positive,FALSE
TG(57:2) [SIM],TG 57:2       ,TG 57:2       ,946.9,946.9,11.9,1,0,5,Positive,FALSE
TG(57:3) [SIM],TG 57:3,TG 57:3,944.9,944.9,11.7,1,0,5,Positive,FALSE
TG(57:4) [SIM],TG 57:4,TG 57:4,942.8,942.8,11.6,1,0,5,Positive,FALSE
TG(58:1) [SIM],TG 58:1       ,TG 58:1       ,962.9,962.9,11.7,1,0,5,Positive,FALSE
TG(58:10) [NL-22:6],TG 22:6_36:4,TG 22:6_36:4,944.9,599.5,12.2,1,25,5,Positive,FALSE
TG(58:10) [SIM],TG 58:10,TG 58:10,944.9,944.9,12,1,0,5,Positive,FALSE
TG(58:2) [SIM],TG 58:2       ,TG 58:2       ,960.9,960.9,11.5,1,0,5,Positive,FALSE
TG(58:3) [SIM],TG 58:3,TG 58:3,958.9,958.9,11.3,1,0,5,Positive,FALSE
TG(58:4) [SIM],TG 58:4,TG 58:4,956.9,956.9,11.2,1,0,5,Positive,FALSE
TG(58:5) [SIM],TG 58:5       ,TG 58:5       ,954.8,954.8,11.1,1,0,5,Positive,FALSE
TG(58:6) [SIM],TG 58:6,TG 58:6,952.8,952.8,11.2,1,0,5,Positive,FALSE
TG(58:7) [SIM],TG 58:7,TG 58:7,950.8,950.8,11,1,0,5,Positive,FALSE
TG(58:8) [NL-22:6],TG 22:6_36:2  ,TG 22:6_36:2  ,948.8,603.5,11.9,1,25,5,Positive,FALSE
TG(58:8) [SIM],TG 58:8,TG 58:8,948.8,948.8,11,1,0,5,Positive,FALSE
TG(58:9) [NL-22:6],TG 22:6_36:3,TG 22:6_36:3,946.9,601.5,10.6,1,25,5,Positive,FALSE
TG(58:9) [SIM],TG 58:9       ,TG 58:9       ,946.9,946.9,10.7,1,0,5,Positive,FALSE
TG(59:2) [SIM],TG 59:2,TG 59:2,974.9,974.9,12.1,1,0,5,Positive,FALSE
TG(59:3) [SIM],TG 59:3,TG 59:3,972.9,972.9,11.9,1,0,5,Positive,FALSE
TG(59:4) [SIM],TG 59:4       ,TG 59:4       ,970.9,970.9,11.8,1,0,5,Positive,FALSE
TG(60:2) [SIM],TG 60:2,TG 60:2,988.9,988.9,12.2,1,0,5,Positive,FALSE
TG(60:3) [SIM],TG 60:3,TG 60:3,986.9,986.9,12,1,0,5,Positive,FALSE
TG(60:4) [SIM],TG 60:4       ,TG 60:4       ,984.9,984.9,11.9,1,0,5,Positive,FALSE
TG(O-50:1) [NL-15:0],TG O-15:0_35:1,TG O-15:0_35:1,836.8,577.5,11.3,1.6,25,5,Positive,FALSE
TG(O-50:1) [NL-16:0],TG O-16:0_34:1,TG O-16:0_34:1,836.8,563.5,11.3,1.6,25,5,Positive,FALSE
TG(O-50:1) [NL-17:1],TG O-17:1_33:0,TG O-17:1_33:0,836.8,551.5,11.3,1.6,25,5,Positive,FALSE
TG(O-50:1) [NL-18:1],TG O-18:1_32:0,TG O-18:1_32:0,836.8,537.5,11.3,1.6,25,5,Positive,FALSE
TG(O-50:1) [SIM],TG O-50:1,TG O-50:1,836.8,836.8,11.3,1.6,0,5,Positive,FALSE
TG(O-50:2) [NL-16:1],TG O-16:1_34:1,TG O-16:1_34:1,834.8,563.5,11.1,1.6,25,5,Positive,FALSE
TG(O-50:2) [NL-18:1],TG O-18:1_32:1,TG O-18:1_32:1,834.8,535.5,11.1,1.6,25,5,Positive,FALSE
TG(O-50:2) [NL-18:2],TG O-18:2_32:0,TG O-18:2_32:0,834.8,537.5,11.1,1.6,25,5,Positive,FALSE
TG(O-50:2) [SIM],TG O-50:2     ,TG O-50:2     ,834.8,834.8,11.1,1.6,0,5,Positive,FALSE
TG(O-50:3) [NL-18:2],TG O-18:2_32:1,TG O-18:2_32:1,832.8,535.5,10.7,1.6,25,5,Positive,FALSE
TG(O-50:3) [SIM],TG O-50:3,TG O-50:3,832.8,832.8,11,1.6,0,5,Positive,FALSE
TG(O-52:0) [NL-16:0],TG O-16:0_36:0,TG O-16:0_36:0,866.8,593.5,11.7,1.6,25,5,Positive,FALSE
TG(O-52:0) [SIM],TG O-52:0,TG O-52:0,866.8,866.8,11.7,1.6,0,5,Positive,FALSE
TG(O-52:1) [NL-16:0],TG O-16:0_36:1,TG O-16:0_36:1,864.8,591.5,11.5,1.6,25,5,Positive,FALSE
TG(O-52:1) [NL-18:1],TG O-18:1_34:0,TG O-18:1_34:0,864.8,565.5,11.5,1.6,25,5,Positive,FALSE
TG(O-52:1) [SIM],TG O-52:1,TG O-52:1,864.8,864.8,11.5,1.6,0,5,Positive,FALSE
TG(O-52:2) [NL-16:0],TG O-16:0_36:2,TG O-16:0_36:2,862.8,589.5,11.3,1.6,25,5,Positive,FALSE
TG(O-52:2) [NL-17:1],TG O-17:1_35:1,TG O-17:1_35:1,862.8,577.5,11.3,1.6,25,5,Positive,FALSE
TG(O-52:2) [NL-18:1],TG O-18:1_34:1,TG O-18:1_34:1,862.8,563.5,11.3,1.6,25,5,Positive,FALSE
TG(O-52:2) [SIM],TG O-52:2,TG O-52:2,862.8,862.8,11.3,1.6,0,5,Positive,FALSE
TG(O-52:3) [SIM],TG O-52:3     ,TG O-52:3     ,860.8,860.8,11.1,1.6,0,5,Positive,FALSE
TG(O-52:4) [SIM],TG O-52:4,TG O-52:4,858.8,858.8,11,1.6,0,5,Positive,FALSE
TG(O-54:1) [SIM],TG O-54:1,TG O-54:1,892.8,892.8,11.7,1.6,0,5,Positive,FALSE
TG(O-54:2) [NL-17:1],TG O-17:1_37:1,TG O-17:1_37:1,890.8,605.5,11.5,1.6,25,5,Positive,FALSE
TG(O-54:2) [NL-18:1],TG O-18:1_36:1,TG O-18:1_36:1,890.8,591.5,11.5,1.6,25,5,Positive,FALSE
TG(O-54:2) [SIM],TG O-54:2,TG O-54:2,890.8,890.8,11.5,1.6,0,5,Positive,FALSE
TG(O-54:3) [NL-17:1],TG O-17:1_37:2,TG O-17:1_37:2,888.8,603.5,11.3,1.6,25,5,Positive,FALSE
TG(O-54:3) [NL-18:1],TG O-18:1_36:2,TG O-18:1_36:2,888.8,589.5,11.3,1.6,25,5,Positive,FALSE
TG(O-54:3) [SIM],TG O-54:3,TG O-54:3,888.8,888.8,11.3,1.6,0,5,Positive,FALSE
TG(O-54:4) [NL-17:1],TG O-17:1_37:3,TG O-17:1_37:3,886.8,601.5,11.2,1.6,25,5,Positive,FALSE
TG(O-54:4) [NL-18:2],TG O-18:2_36:2,TG O-18:2_36:2,886.8,589.5,11.2,1.6,25,5,Positive,FALSE
TG(O-54:4) [SIM],TG O-54:4,TG O-54:4,886.8,886.8,11.2,1.6,0,5,Positive,FALSE
Ubiquinone,Coenzyme Q10,Coenzyme Q10,880.7,197,10.9,1,17,5,Positive,FALSE
